GROUP_DESCRIPTION	ANIMAL	ANIMAL_ID	PRETREATMENT_CPD_ID	PRETREATMENT_BATCH_ID	PRETREATMENT_DOSING_INFO	PRETREATMENT_DOSE	PRETREATMENT_ROUTE_OF_ADMINSTRATION	BACTERIAL_STRAIN_NAME	BACTERIAL_STRAIN_DOSE	INFECTION_ROUTE	CPD_ID	BATCH_ID	EXT_CPD_ID	EXT_BATCH_ID	DOSING_INFO	FREQUENCY	DOSE	TDD	ROUTE_OF_ADMINISTRATION	COMMENT	STUDYID	STUDY_TYPE	EXPID	SITE	PROJECT_LICENCE_NUMBER	STUDY_START_DATE	STUDY_PROTOCOL_NAME	PROVENANCE	SPECIES_NAME	ANIMAL_STRAIN	ANIMAL_SEX	ANIMAL_AGE_RANGE	ANIMAL_BODYWEIGHT_MEAN	ANIMAL_BODYWEIGHT_RANGE	ANIMAL_VENDOR	HOUSING_CAGE_NO_ANIMALS	HOUSING_CAGE_SIZE	HOUSING_FOOD	HOUSING_FOOD_RESTRICTED	HOUSING_FOOD_SUPPLEMENT	HOUSING_LIGHT_DARK_CYCLE	EXPERIMENT_TYPE	BIOMATERIAL	EXPERIMENT_DATE	PROTOCOL_NAME	PLANNED_RELATIVE_TIMEPOINT	RELATIVE_TIMEPOINT	RESULT_TYPE	STATISTICAL_METHOD	RESULT_OPERATOR	RESULT_VALUE	RESULT_UNIT	CONTROL_GROUP	RESULT_STATUS	COMMENTS	CHECK	CHECK.1	Experiment	BIOMATERIAL_annotation	BACTERIAL_STRAIN_NAME_annotation	EXPERIMENT_TYPE_annotation	RESULT_UNIT_annotation	ROUTE_OF_ADMINISTRATION_annotation	INFECTION_ROUTE_annotation	PRETREATMENT_ROUTE_OF_ADMINSTRATION_annotation	ANIMAL_SEX_annotation	SPECIES_NAME_annotation	STATISTICAL_METHOD_annotation	STUDY_TYPE_annotation
Treated-01	1	1	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	1.38	5.5	s.c.	Mouse killed at 18h, not full total dose received	3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	18	dCFU	Single value	=	1.28549723446334	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-01	2	2	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	1.38	5.5	s.c.	Mouse killed at 12h, not full total dose received	3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	12	dCFU	Single value	=	0.897317063080455	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-01	2	2	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	1.38	5.5	s.c.	Mouse killed at 12h, not full total dose received	3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	12	dCFU	Single value	=	1.08920258931937	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-01	3	3	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	1.38	5.5	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.96426385271107	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-01	3	3	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	1.38	5.5	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.51710582136885	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-02	4	4	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	2.75	11	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	0.81813581703283	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-02	4	4	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	2.75	11	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	0.755987910283985	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-02	5	5	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	2.75	11	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	0.788172593655386	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-02	5	5	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	2.75	11	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	0.81813581703283	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-02	6	6	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	2.75	11	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	0.596287067416474	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-02	6	6	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	2.75	11	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	0.487142597991405	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-03	7	7	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	5.5	22	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.35795544202285	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-03	7	7	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	5.5	22	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.18186418296717	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-03	8	8	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	5.5	22	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.35795544202285	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-03	8	8	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	5.5	22	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-0.766890834996352	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-03	9	9	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	5.5	22	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.54504208538	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-03	9	9	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	5.5	22	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.71450276553666	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-04	10	10	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	11	44	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.54504208538	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-04	10	10	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	11	44	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.8955574441239	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-04	11	11	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	11	44	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.78975371795586	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-04	11	11	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	11	44	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.72448698644326	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
