STUDYID	EXPID	CPD_ID	BATCH_ID	EXT_CPD_ID	EXT_BATCH_ID	SITE	PROVENANCE	EXPERIMENT_DATE	BIOMATERIAL	SPECIES_NAME	BACTERIAL_STRAIN_NAME	BACTERIAL_STRAIN_SITE_REF	EXPERIMENT_TYPE	PROTOCOL_NAME	No of replicates	RESULT_TYPE	STATISTICAL_METHOD	RESULT_OPERATOR	RESULT_VALUE	RESULT_UNIT	MEDIUM	CONTROL_GROUP	RESULT_STATUS	COMMENTS	BIOMATERIAL_annotation	BACTERIAL_STRAIN_NAME_annotation	EXPERIMENT_TYPE_annotation	MEDIUM_annotation	RESULT_UNIT_annotation	SPECIES_NAME_annotation	STATISTICAL_METHOD_annotation
GNA-NOW_NOS_07A	ELN-TR-12860	CPD_0009	BATCH_ID_ASV127			NOS	NOS@GNA-NOW.com	29/1/2021	Bacteria				IVTT	GNA-NOW_NOS_IVTT_v01.pdf		IC50	Single value	=	0.10075	µM		untreated	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}		{'curie': 'GNA:00013', 'name': 'IVTT', 'experimental_type': 'in-vitro transcription translation assay', 'modified_name': 'in-vitro transcription translation assay', 'definition': 'vitro transcription/translation assay'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NOS_07A	ELN-TR-12860	CPD_0010	BATCH_ID_MKL369			NOS	NOS@GNA-NOW.com	29/1/2021	Bacteria				IVTT	GNA-NOW_NOS_IVTT_v01.pdf		IC50	Single value	>	5.0	µM		untreated	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}		{'curie': 'GNA:00013', 'name': 'IVTT', 'experimental_type': 'in-vitro transcription translation assay', 'modified_name': 'in-vitro transcription translation assay', 'definition': 'vitro transcription/translation assay'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NOS_07A	ELN-TR-12861	CPD_0001	BATCH_ID_AYC789			NOS	NOS@GNA-NOW.com	15/9/2020	Bacteria		KLEOX 79245		Membrane_permeabilisation_outer	GNA-NOW_NOS_Membrane_permeabilisation_outer_v01.pdf		PERCENT	Average	=	8.8625	%	Membrane buffer	positive	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:79245KLEOX', 'name': 'KLEOX 79245', 'sample': 'Plueral fluid', 'category': 'Quinolone S'}	{'curie': 'GNA:00018', 'name': 'Membrane_permeabilisation_outer', 'experimental_type': 'Permeabilization of outer membrane of bacteria', 'modified_name': 'Membrane permeabilisation_outer', 'definition': 'Permeabilization of outer membrane of bacteria'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12861	CPD_0002	BATCH_ID_DGZ159			NOS	NOS@GNA-NOW.com	15/9/2020	Bacteria		KLEOX 79245		Membrane_permeabilisation_outer	GNA-NOW_NOS_Membrane_permeabilisation_outer_v01.pdf		PERCENT	Average	=	2.7	%	Membrane buffer	positive	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:79245KLEOX', 'name': 'KLEOX 79245', 'sample': 'Plueral fluid', 'category': 'Quinolone S'}	{'curie': 'GNA:00018', 'name': 'Membrane_permeabilisation_outer', 'experimental_type': 'Permeabilization of outer membrane of bacteria', 'modified_name': 'Membrane permeabilisation_outer', 'definition': 'Permeabilization of outer membrane of bacteria'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12861	CPD_0003	BATCH_ID_MKG248			NOS	NOS@GNA-NOW.com	15/9/2020	Bacteria		KLEOX 79245		Membrane_permeabilisation_outer	GNA-NOW_NOS_Membrane_permeabilisation_outer_v01.pdf		PERCENT	Average	=	10.3875	%	Membrane buffer	positive	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:79245KLEOX', 'name': 'KLEOX 79245', 'sample': 'Plueral fluid', 'category': 'Quinolone S'}	{'curie': 'GNA:00018', 'name': 'Membrane_permeabilisation_outer', 'experimental_type': 'Permeabilization of outer membrane of bacteria', 'modified_name': 'Membrane permeabilisation_outer', 'definition': 'Permeabilization of outer membrane of bacteria'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12862	CPD_0001	BATCH_ID_AYC789			NOS	NOS@GNA-NOW.com	2/7/2020	Animal	Mice			Hemolysis	GNA-NOW_NOS_Hemolysis_v01.pdf		PERCENT	Average	=	-0.0600185666	%	Tyrode buffer	untreated	V (valid)		{'curie': 'NCIT:C14182', 'name': 'Animal'}		{'curie': 'EFO:0009473', 'name': 'Hemolysis', 'experimental_type': 'Hemolysis', 'modified_name': 'Hemolysis', 'definition': 'The hemolysis test is used to evaluate the in vitro hemolytic potential of compounds.'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}	{'curie': 'NCIT:C45247', 'name': 'Mice', 'species_name': 'Mus musculus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12862	CPD_0002	BATCH_ID_DGZ159			NOS	NOS@GNA-NOW.com	2/7/2020	Animal	Mice			Hemolysis	GNA-NOW_NOS_Hemolysis_v01.pdf		PERCENT	Average	=	-0.01379503352	%	Tyrode buffer	untreated	V (valid)		{'curie': 'NCIT:C14182', 'name': 'Animal'}		{'curie': 'EFO:0009473', 'name': 'Hemolysis', 'experimental_type': 'Hemolysis', 'modified_name': 'Hemolysis', 'definition': 'The hemolysis test is used to evaluate the in vitro hemolytic potential of compounds.'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}	{'curie': 'NCIT:C45247', 'name': 'Mice', 'species_name': 'Mus musculus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12862	CPD_0003	BATCH_ID_MKG248			NOS	NOS@GNA-NOW.com	2/7/2020	Animal	Mice			Hemolysis	GNA-NOW_NOS_Hemolysis_v01.pdf		PERCENT	Average	=	0.03797055146	%	Tyrode buffer	untreated	V (valid)		{'curie': 'NCIT:C14182', 'name': 'Animal'}		{'curie': 'EFO:0009473', 'name': 'Hemolysis', 'experimental_type': 'Hemolysis', 'modified_name': 'Hemolysis', 'definition': 'The hemolysis test is used to evaluate the in vitro hemolytic potential of compounds.'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}	{'curie': 'NCIT:C45247', 'name': 'Mice', 'species_name': 'Mus musculus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12862	CPD_0004	BATCH_ID_BDO149			NOS	NOS@GNA-NOW.com	2/7/2020	Animal	Mice			Hemolysis	GNA-NOW_NOS_Hemolysis_v01.pdf		PERCENT	Average	=	0.03302854587	%	Tyrode buffer	untreated	V (valid)		{'curie': 'NCIT:C14182', 'name': 'Animal'}		{'curie': 'EFO:0009473', 'name': 'Hemolysis', 'experimental_type': 'Hemolysis', 'modified_name': 'Hemolysis', 'definition': 'The hemolysis test is used to evaluate the in vitro hemolytic potential of compounds.'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}	{'curie': 'NCIT:C45247', 'name': 'Mice', 'species_name': 'Mus musculus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12862	CPD_0005	BATCH_ID_JNZ135			NOS	NOS@GNA-NOW.com	2/7/2020	Animal	Mice			Hemolysis	GNA-NOW_NOS_Hemolysis_v01.pdf		PERCENT	Average	=	-0.02179643263	%	Tyrode buffer	untreated	V (valid)		{'curie': 'NCIT:C14182', 'name': 'Animal'}		{'curie': 'EFO:0009473', 'name': 'Hemolysis', 'experimental_type': 'Hemolysis', 'modified_name': 'Hemolysis', 'definition': 'The hemolysis test is used to evaluate the in vitro hemolytic potential of compounds.'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}	{'curie': 'NCIT:C45247', 'name': 'Mice', 'species_name': 'Mus musculus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12862	CPD_0006	BATCH_ID_OLA378			NOS	NOS@GNA-NOW.com	2/7/2020	Animal	Mice			Hemolysis	GNA-NOW_NOS_Hemolysis_v01.pdf		PERCENT	Average	=	0.04646128311	%	Tyrode buffer	untreated	V (valid)		{'curie': 'NCIT:C14182', 'name': 'Animal'}		{'curie': 'EFO:0009473', 'name': 'Hemolysis', 'experimental_type': 'Hemolysis', 'modified_name': 'Hemolysis', 'definition': 'The hemolysis test is used to evaluate the in vitro hemolytic potential of compounds.'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}	{'curie': 'NCIT:C45247', 'name': 'Mice', 'species_name': 'Mus musculus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12862	CPD_0007	BATCH_ID_PLA886			NOS	NOS@GNA-NOW.com	2/7/2020	Animal	Mice			Hemolysis	GNA-NOW_NOS_Hemolysis_v01.pdf		PERCENT	Average	=	0.04094268348	%	Tyrode buffer	untreated	V (valid)		{'curie': 'NCIT:C14182', 'name': 'Animal'}		{'curie': 'EFO:0009473', 'name': 'Hemolysis', 'experimental_type': 'Hemolysis', 'modified_name': 'Hemolysis', 'definition': 'The hemolysis test is used to evaluate the in vitro hemolytic potential of compounds.'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}	{'curie': 'NCIT:C45247', 'name': 'Mice', 'species_name': 'Mus musculus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12862	CPD_0008	BATCH_ID_GFR238			NOS	NOS@GNA-NOW.com	2/7/2020	Animal	Mice			Hemolysis	GNA-NOW_NOS_Hemolysis_v01.pdf		PERCENT	Average	=	0.002153997593	%	Tyrode buffer	untreated	V (valid)		{'curie': 'NCIT:C14182', 'name': 'Animal'}		{'curie': 'EFO:0009473', 'name': 'Hemolysis', 'experimental_type': 'Hemolysis', 'modified_name': 'Hemolysis', 'definition': 'The hemolysis test is used to evaluate the in vitro hemolytic potential of compounds.'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}	{'curie': 'NCIT:C45247', 'name': 'Mice', 'species_name': 'Mus musculus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12862	CPD_0009	BATCH_ID_ASV127			NOS	NOS@GNA-NOW.com	2/7/2020	Animal	Mice			Hemolysis	GNA-NOW_NOS_Hemolysis_v01.pdf		PERCENT	Average	=	-0.03624335839	%	Tyrode buffer	untreated	V (valid)		{'curie': 'NCIT:C14182', 'name': 'Animal'}		{'curie': 'EFO:0009473', 'name': 'Hemolysis', 'experimental_type': 'Hemolysis', 'modified_name': 'Hemolysis', 'definition': 'The hemolysis test is used to evaluate the in vitro hemolytic potential of compounds.'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}	{'curie': 'NCIT:C45247', 'name': 'Mice', 'species_name': 'Mus musculus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12862	CPD_0010	BATCH_ID_MKL369			NOS	NOS@GNA-NOW.com	2/7/2020	Animal	Mice			Hemolysis	GNA-NOW_NOS_Hemolysis_v01.pdf		PERCENT	Average	=	-0.01827737848	%	Tyrode buffer	untreated	V (valid)		{'curie': 'NCIT:C14182', 'name': 'Animal'}		{'curie': 'EFO:0009473', 'name': 'Hemolysis', 'experimental_type': 'Hemolysis', 'modified_name': 'Hemolysis', 'definition': 'The hemolysis test is used to evaluate the in vitro hemolytic potential of compounds.'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}	{'curie': 'NCIT:C45247', 'name': 'Mice', 'species_name': 'Mus musculus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NBT_03	ELN-ND-55489	CPD_0001	BATCH_ID_AYC789			NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 19606		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	=	64.0	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ACIBA 19606', 'sample': nan, 'category': nan}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NBT_03	ELN-ND-55489	CPD_0002	BATCH_ID_DGZ159			NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 19606		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	>	64.0	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ACIBA 19606', 'sample': nan, 'category': nan}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NBT_03	ELN-ND-55489	CPD_0003	BATCH_ID_MKG248			NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 19606		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	=	0.5	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ACIBA 19606', 'sample': nan, 'category': nan}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NBT_03	ELN-ND-55489	CPD_0004	BATCH_ID_BDO149			NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 19606		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	=	64.0	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ACIBA 19606', 'sample': nan, 'category': nan}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NBT_03	ELN-ND-55489	CPD_0005	BATCH_ID_JNZ135			NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 19606		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	>	64.0	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ACIBA 19606', 'sample': nan, 'category': nan}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NBT_03	ELN-ND-55490	CPD_0006	BATCH_ID_OLA378			NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 19606		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	=	1.0	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ACIBA 19606', 'sample': nan, 'category': nan}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NBT_03	ELN-ND-55490	CPD_0007	BATCH_ID_PLA886			NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 19606		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	>	64.0	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ACIBA 19606', 'sample': nan, 'category': nan}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NBT_03	ELN-ND-55490	CPD_0008	BATCH_ID_GFR238			NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 19606		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	=	2.0	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ACIBA 19606', 'sample': nan, 'category': nan}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NBT_03	ELN-ND-55490	CPD_0009	BATCH_ID_ASV127			NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 19606		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	=	2.0	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ACIBA 19606', 'sample': nan, 'category': nan}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NBT_03	ELN-ND-55490	CPD_0010	BATCH_ID_MKL369			NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 19606		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	=	4.0	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ACIBA 19606', 'sample': nan, 'category': nan}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NBT_03	ELN-ND-55491	CPD_0011	BATCH_ID_OIK584			NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 19606		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	>	64.0	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ACIBA 19606', 'sample': nan, 'category': nan}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NBT_03	ELN-ND-55491	CPD_0012	BATCH_ID_HDU567			NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 19606		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	=	2.0	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ACIBA 19606', 'sample': nan, 'category': nan}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NBT_03	ELN-ND-55491	CPD_0013	BATCH_ID_ADP734			NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 19606		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	>	64.0	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ACIBA 19606', 'sample': nan, 'category': nan}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NBT_03	ELN-ND-55491	CPD_0014	BATCH_ID_PLS585	Compound-K-0014	BATCH-PLS	NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 69105		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	=	2.0	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:69105ACIBA', 'name': 'ACIBA 69105', 'sample': 'Blood', 'category': 'CARBR'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NBT_03	ELN-ND-55491	CPD_0015	BATCH_ID_SDZ617			NBT	NBT@GNA-NOW.com	11/8/2021	Bacteria		ACIBA 69105		MIC	GNA-NOW_NBT_MIC_v01.pdf		MIC	Single value	=	64.0	mg/L	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:69105ACIBA', 'name': 'ACIBA 69105', 'sample': 'Blood', 'category': 'CARBR'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
